id,type,latitude,longitude,streetName,slots
1,BIKE,41.397952,2.180042,Gran Via Corts Catalanes,2
2,BIKE,41.39553,2.17706,Roger de Flor/ Gran Vía,0
3,BIKE,41.394072,2.183441,Nàpols,19
4,BIKE,41.39347,2.18149,Ribes,11
5,BIKE,41.391075,2.180223,Pg Lluís Companys,34
6,BIKE,41.391349,2.18061,Pg Lluís Companys,18
7,BIKE,41.388856,2.183251,Pg Lluís Companys,7
8,BIKE,41.389088,2.183568,Pg Lluís Companys,9
9,BIKE,41.384532,2.184921,Marquès de l'Argentera,3
11,BIKE,41.381689,2.193914,Passeig Marítim,9
12,BIKE,41.384538,2.195679,Pg Marítim Barceloneta,24
13,BIKE,41.386861,2.195761,Avinguda Litoral,33
14,BIKE,41.384675,2.185039,Avinguda del Marques Argentera,3
15,BIKE,41.394812,2.171189,Girona,11
16,BIKE,41.39827,2.186708,Av. Meridiana,4
17,BIKE,41.398237,2.186711,Av. Meridiana,6
18,BIKE,41.406086,2.174167,Rosselló,24
19,BIKE,41.403282,2.170726,Rosselló,26
20,BIKE,41.410166,2.175759,Cartagena,10
21,BIKE,41.410897,2.17402,Sant Antoni Maria Claret,11
22,BIKE,41.401684,2.17568,Sardenya,11
23,BIKE,41.392526,2.171812,Bruc,25
24,BIKE,41.400659,2.179111,Marina,19
25,BIKE,41.395179,2.168294,Bruc,10
26,BIKE,41.407035,2.181981,Dos Maig,11
27,BIKE,41.396881,2.164415,Provença,20
28,BIKE,41.405422,2.17064,Sardenya,22
29,BIKE,41.401101,2.170082,Provença,15
30,BIKE,41.402046,2.182286,Diagonal,3
31,BIKE,41.37481,2.18895,Plaça del Mar,0
32,BIKE,41.373698,2.188927,Plaça del Mar,0
33,BIKE,41.376862,2.190773,Pontevedra,1
34,BIKE,41.387074,2.175247,Sant Pere Més Alt,11
35,BIKE,41.413592,2.221153,Sant Ramon de Penyafort,17
36,BIKE,41.385151,2.176804,Catedral,15
37,BIKE,41.381226,2.181888,Pl. Antonio López,19
38,BIKE,41.381129,2.186397,Pl. Pau Vila,8
39,BIKE,41.381046,2.186576,Pl. Pau Vila,6
40,BIKE,41.382335,2.187093,Doctor Aiguader,5
41,BIKE,41.379326,2.189906,Pl. Poeta Boscà/Atlàntida,4
42,BIKE,41.404511,2.189881,Ciutat de Granada,14
43,BIKE,41.40541,2.18712,Av Meridiana,9
44,BIKE,41.402165,2.187136,Av Meridiana,17
45,BIKE,41.391401,2.189399,Marina,4
46,BIKE,41.388359,2.193004,Ramon trias Fargas,28
47,BIKE,41.389076,2.192104,Ramon Trias Fargas,30
48,BIKE,41.395261,2.18708,Meridiana,13
49,BIKE,41.39106,2.196457,Rosa Sensat en front,8
50,BIKE,41.375,2.17035,Av. Paral.lel,7
51,BIKE,41.384054,2.169019,Pl. Vicenç Martorell,1
53,BIKE,41.385227,2.173878,Pl. Carles Pi i Sunyer,16
54,BIKE,41.377635,2.170586,Sant Oleguer,9
55,BIKE,41.381154,2.173497,La Rambla,6
56,BIKE,41.377011,2.175834,Portal de Santa Madrona,9
57,BIKE,41.376758,2.177093,La Rambla,12
58,BIKE,41.382822,2.167154,Plaça dels Àngels,12
59,BIKE,41.382781,2.167203,Plaça dels Àngels,17
60,BIKE,41.390349,2.16424,Rambla Catalunya,24
61,BIKE,41.390143,2.164946,Rambla Catalunya,17
62,BIKE,41.387142,2.168858,Pl. Catalunya,4
63,BIKE,41.386439,2.169417,Pl. Catalunya,9
64,BIKE,41.387469,2.169048,Pl. Catalunya,0
65,BIKE,41.387678,2.169587,Pl. Catalunya,13
66,BIKE,41.389097,2.167933,Gran Via,1
67,BIKE,41.385012,2.145843,Rocafort,19
68,BIKE,41.395364,2.157356,Rambla Catalunya,23
69,BIKE,41.386814,2.195689,Avda. Litoral,30
70,BIKE,41.380347,2.160695,Comte Urgell,5
71,BIKE,41.381931,2.162969,Floridablanca,14
72,BIKE,41.392716,2.158811,Provença,24
73,BIKE,41.392278,2.156183,Enric Granados,19
74,BIKE,41.390062,2.143272,Josep Tarradellas,19
75,BIKE,41.385081,2.142868,Josep Tarradellas,20
76,BIKE,41.391751,2.153123,Còrsega,29
78,BIKE,41.385598,2.16338,Pl. Universitat,12
79,BIKE,41.38547,2.16333,Pl. Universitat,18
80,BIKE,41.389687,2.159999,Enric Granados,18
81,BIKE,41.378915,2.149174,Vilamarí davant,17
82,BIKE,41.379016,2.153799,Rocafort,29
83,BIKE,41.384075,2.153654,Comte Borrell,24
84,BIKE,41.383047,2.157033,Comte d'Urgell,0
85,BIKE,41.375076,2.159046,Paral·lel,0
86,BIKE,41.37544,2.163,Viladomat,8
87,BIKE,41.383156,2.148506,Mallorca,13
88,BIKE,41.393547,2.150764,Londres,12
89,BIKE,41.387953,2.150169,Rosselló,22
90,BIKE,41.38834,2.150825,Rosselló,14
91,BIKE,41.380452,2.158403,Comte Borrell,20
92,BIKE,41.39386,2.160237,Provença,13
93,BIKE,41.375454,2.149786,Gran Via,17
94,BIKE,41.375619,2.149889,Gran Via,21
95,BIKE,41.376428,2.147734,Tarragona,30
96,BIKE,41.374152,2.148154,Gran Via,18
97,BIKE,41.378124,2.145389,Tarragona,9
98,BIKE,41.380499,2.141153,Viriat,14
99,BIKE,41.380632,2.141548,Viriat,13
100,BIKE,41.379135,2.14409,Tarragona,16
101,BIKE,41.39243,2.14321,Av. Diagonal,26
102,BIKE,41.39218,2.14213,Av. Diagonal,24
103,BIKE,41.409856,2.188217,Aragó,8
104,BIKE,41.410821,2.187365,C/València,11
105,BIKE,41.389069,2.173424,PL. Urquinaona,11
106,BIKE,41.405587,2.162317,Pl. Joanic,16
107,BIKE,41.398298,2.153128,Travessera de Gracia,16
108,BIKE,41.402314,2.164961,Indústria,9
109,BIKE,41.390981,2.14737,C/ Londres,17
110,BIKE,41.385377,2.154878,Avda. Roma,18
111,BIKE,41.381231,2.152755,Calabria,10
112,BIKE,41.377644,2.15725,Floridablanca,5
113,BIKE,41.37742,2.1647,Sant Pau,5
114,BIKE,41.376801,2.173039,Pl. Jean Genet,10
115,BIKE,41.38377,2.18424,Marqués d'Argentera,9
116,BIKE,41.383718,2.191414,Salvat Papasseit,21
117,BIKE,41.390666,2.197024,Rosa Sensat,20
118,BIKE,41.392212,2.187847,Sardenya,1
119,BIKE,41.396684,2.182447,Sardenya,5
120,BIKE,41.404666,2.176515,Lepant,3
121,BIKE,41.406293,2.178689,Castillejos,14
122,BIKE,41.405435,2.16624,Nàpols,15
123,BIKE,41.398013,2.166978,Girona,17
124,BIKE,41.370297,2.187808,Passeig Joan de Borbó,1
125,BIKE,41.384426,2.195595,Passeig Maritim,19
126,BIKE,41.380641,2.182243,Passeig de Colom,2
127,BIKE,41.412322,2.19142,Aragó,13
128,BIKE,41.415581,2.19581,Rambla Guipúscoa,15
129,BIKE,41.37709,2.16124,Manso,1
130,BIKE,41.419905,2.201573,Rambla Guipúscoa,15
131,BIKE,41.422808,2.206036,Rambla Guipúscoa,7
132,BIKE,41.408439,2.192173,Pl. Valentí Amirall,12
133,BIKE,41.407411,2.192819,Gran Vía,11
134,BIKE,41.411433,2.198735,Bac de Roda,19
135,BIKE,41.411908,2.197936,Gran Vía,2
136,BIKE,41.414226,2.201734,Gran Vía,3
137,BIKE,41.414758,2.201538,"Gran Vía, 1041/ Selva de Mar",25
138,BIKE,41.416966,2.205397,Gran Vía,0
139,BIKE,41.418035,2.206023,Gran Vía,9
140,BIKE,41.38063,2.15614,Viladomat,17
141,BIKE,41.40902,2.194896,Gran Via,13
142,BIKE,41.400503,2.192511,Sancho de Ávila,32
143,BIKE,41.40325,2.19606,Sancho de Ávila,25
144,BIKE,41.40562,2.19764,Castella,24
145,BIKE,41.40982,2.202904,Pere IV,25
146,BIKE,41.415191,2.207111,Pere IV,6
147,BIKE,41.416018,2.212658,Rambla Prim,4
148,BIKE,41.378436,2.163324,Ronda Sant Pau,3
149,BIKE,41.395905,2.192958,Pujades,23
150,BIKE,41.406549,2.203112,Espronceda,20
151,BIKE,41.40065,2.19719,Pallars,19
152,BIKE,41.39925,2.197421,Pujades,24
153,BIKE,41.401778,2.200769,Pujades,2
154,BIKE,41.402454,2.201656,Pujades,14
155,BIKE,41.406977,2.207602,Pujades,16
156,BIKE,41.409017,2.20881,Diagonal,17
157,BIKE,41.412947,2.217819,C/ LLULL - RBLA. PRIM,19
158,BIKE,41.411741,2.218546,Rambla de Prim,9
159,BIKE,41.410882,2.216703,Avda. Diagonal,1
160,BIKE,41.411026,2.219377,Avda. d'Eduard Maristany,24
161,BIKE,41.395009,2.196308,Ramon Turro,17
162,BIKE,41.403908,2.208436,Ramon Turro,9
163,BIKE,41.3942,2.20077,Avda. Icaria,3
164,BIKE,41.41194,2.178037,Independència,16
165,BIKE,41.399196,2.204253,Carrer del Doctor Trueta,3
166,BIKE,41.400533,2.206539,Bilbao,9
167,BIKE,41.402561,2.210538,Bac de Roda,15
168,BIKE,41.405358,2.213677,Selva de Mar,23
169,BIKE,41.389896,2.200055,Avda. Litoral,11
170,BIKE,41.389732,2.199934,Avda. Litoral,3
171,BIKE,41.391986,2.203699,Passeig Marítim de la Nova Icària,0
172,BIKE,41.391831,2.203436,Passeig Marítim de la Nova Icària,19
173,BIKE,41.398027,2.208982,Avda. Litoral,0
174,BIKE,41.40061,2.210461,Passeig de Garcia Fària,16
175,BIKE,41.40666,2.20956,Llull / Provençals,23
176,BIKE,41.402541,2.212641,Passeig de Garcia Fària,21
177,BIKE,41.411089,2.181119,Rosselló,11
178,BIKE,41.405389,2.216212,Passeig de Garcia Fària,22
179,BIKE,41.363511,2.13677,Pg. Zona Franca,15
180,BIKE,41.36778,2.13926,Gran Via,9
181,BIKE,41.36766,2.13911,Gran Via,5
182,BIKE,41.371455,2.143882,Gran Via,8
183,BIKE,41.372338,2.141875,Gavà,15
184,BIKE,41.367504,2.134088,Quetzal,8
185,BIKE,41.37046,2.138994,Gavà,6
186,BIKE,41.375571,2.143812,Consell de Cent,1
187,BIKE,41.376858,2.169811,Carrer de Sant Pau,10
188,BIKE,41.375471,2.135543,Pl. Sants (Ps. S. Antoni),1
189,BIKE,41.396918,2.166163,Bruc,19
190,BIKE,41.39606,2.207803,Avinguda Litoral,0
191,BIKE,41.382564,2.149094,Rocafort,17
192,BIKE,41.378629,2.133467,Joan Güell,10
193,BIKE,41.381311,2.128912,Figols,24
194,BIKE,41.381013,2.132319,Joan Güell,26
195,BIKE,41.381888,2.135433,Vallespir,21
196,BIKE,41.383241,2.139363,Berlín,22
197,BIKE,41.387295,2.141539,Gelabert,23
198,BIKE,41.384426,2.133682,Vallespir,24
199,BIKE,41.38182,2.126933,Mejía Lequerica,22
200,BIKE,41.383756,2.131273,Can bruixa,21
201,BIKE,41.387787,2.134341,Numància,29
202,BIKE,41.385331,2.128737,Carrer de les Corts,27
203,BIKE,41.388742,2.128503,Avda. Diagonal,31
204,BIKE,41.388011,2.125593,Avda. Diagonal,9
205,BIKE,41.387465,2.130838,Europa,21
206,BIKE,41.389845,2.13284,Avda. Diagonal,28
207,BIKE,41.390828,2.136665,Avda. Diagonal,20
208,BIKE,41.391451,2.139116,Avda. Diagonal,12
209,BIKE,41.385755,2.161004,Diputació,27
210,BIKE,41.37453,2.142356,Vilardell,16
211,BIKE,41.398848,2.190291,Sancho de Ávila,11
212,BIKE,41.39239,2.130945,Av. Sarrià,26
213,BIKE,41.393783,2.135078,Sant Fe de Nou Mèxic,29
214,BIKE,41.395251,2.133541,José de Agulló,14
215,BIKE,41.39412,2.138146,Carrer de Ganduxer,12
216,BIKE,41.396809,2.144534,Madrazo,26
217,BIKE,41.398463,2.143924,Rector Ubach,21
218,BIKE,41.404114,2.183203,Consell de Cent,0
219,BIKE,41.397812,2.147585,Carre Laforja,25
220,BIKE,41.396229,2.151482,Tuset,24
221,BIKE,41.402535,2.152519,Gran de Gràcia,23
222,BIKE,41.40124,2.157483,Carrer del Canó,27
223,BIKE,41.398311,2.159865,Carrer de Bonavista,28
224,BIKE,41.399945,2.164389,Girona,21
225,BIKE,41.38482,2.15057,Mallorca,23
226,BIKE,41.403465,2.161096,Montmany,20
227,BIKE,41.407837,2.158678,Torrent de Les Flors,24
228,BIKE,41.40694,2.155794,Pl. Del Nord,20
229,BIKE,41.405107,2.156874,Carrer de la Santacreu,19
230,BIKE,41.405986,2.151633,C. De Nil Fabra,17
231,BIKE,41.407202,2.163476,Pi i Margall,21
232,BIKE,41.373509,2.171002,Vilà i Vilà,16
233,BIKE,41.371965,2.166871,Nou de la Rambla,18
234,BIKE,41.371515,2.162166,Passeig de l'Exposició,12
235,BIKE,41.375065,2.165839,Paral.lel,7
236,BIKE,41.375127,2.152769,Avinguda Paral.lel,21
237,BIKE,41.372891,2.154471,Rius i Taulet,21
238,BIKE,41.415684,2.190986,Espronceda,5
239,BIKE,41.417323,2.184534,Indústria,15
240,BIKE,41.417763,2.187558,Josep Estivill,10
241,BIKE,41.419337,2.180482,Teodor Llorente,27
242,BIKE,41.424451,2.177284,Ramon Albó,20
243,BIKE,41.423939,2.181298,Alenxadre Galí,18
244,BIKE,41.426896,2.178511,Felip II,12
246,BIKE,41.422844,2.186637,Garcilaso,8
247,BIKE,41.421992,2.184806,Felipe II,9
248,BIKE,41.418208,2.190374,Palència,3
249,BIKE,41.425216,2.188997,Açores,11
250,BIKE,41.425905,2.19115,Portugal,12
251,BIKE,41.425405,2.185226,Cardenal Tedeschini,26
252,BIKE,41.429953,2.193185,Rambla Onze de Setembre,29
253,BIKE,41.429977,2.191821,Onze de Setembre,20
254,BIKE,41.429985,2.190163,Gran de Sant Andreu,19
255,BIKE,41.431183,2.185852,Irlanda,20
256,BIKE,41.435998,2.189524,Malats,12
257,BIKE,41.433897,2.189614,Sant Adrià,27
258,BIKE,41.442167,2.193032,Fernando Pessoa,9
259,BIKE,41.439109,2.185818,Carrer de Bartrina,10
260,BIKE,41.43618,2.192952,Plaça de l'Estació,4
261,BIKE,41.382206,2.160644,Villarroel,14
262,BIKE,41.379821,2.152496,Rocafort,15
263,BIKE,41.437814,2.191039,Pg.Torras i Bages,5
264,BIKE,41.439949,2.197033,República Dominicana,10
265,BIKE,41.385397,2.158743,Casanovas,13
266,BIKE,41.426841,2.184238,Concepció Arenal,22
267,BIKE,41.443395,2.190623,Passeig Torras i Bages,11
268,BIKE,41.445705,2.192892,Fernando Pessoa,16
269,BIKE,41.448128,2.192826,Via Barcino,9
270,BIKE,41.448628,2.18976,Crta. de Ribes (Trinitat Vella),24
271,BIKE,41.450634,2.192335,Via Barcino,1
272,BIKE,41.432552,2.18429,Concepció Arenal,1
273,BIKE,41.430404,2.183382,Avda. Meridiana,34
274,BIKE,41.430071,2.18473,Rambla Fabra i Puig,7
275,BIKE,41.430693,2.182225,Rio de Janeiro,29
276,BIKE,41.412163,2.165275,Plaça Alfons X el Savi / Ronda del Guinardó,21
277,BIKE,41.408284,2.16905,Travessera de Gràcia,6
278,BIKE,41.409815,2.171621,Travessera de Gràcia,23
279,BIKE,41.415951,2.174564,Mas Casanovas,3
280,BIKE,41.413986,2.177842,Sant Antoni Mª Claret,11
281,BIKE,41.418088,2.176313,Escornalbou,22
282,BIKE,41.427561,2.166022,Font d'en Fargas,25
283,BIKE,41.42968,2.16157,Carrer Fulton,20
284,BIKE,41.389503,2.131454,Ada. Diagonal,25
285,BIKE,41.436708,2.186059,Malats,17
286,BIKE,41.403103,2.191428,Bolívia,19
287,BIKE,41.389171,2.168113,Gran Via,10
288,BIKE,41.429636,2.174487,Pl. Virrei Amat,19
289,BIKE,41.416828,2.191022,Múrcia,3
290,BIKE,41.437094,2.174047,Plaça dels Jardins d'Alfàbia,25
291,BIKE,41.425897,2.17505,Cubelles,17
292,BIKE,41.430036,2.171974,Amilcar,24
293,BIKE,41.428388,2.163101,Granollers,12
294,BIKE,41.436373,2.170678,Seu del Districte (Nou Barris),17
295,BIKE,41.43345,2.1715,Sant Iscle,14
296,BIKE,41.436505,2.183877,Carrer de Rosselló i Porcel,15
297,BIKE,41.438864,2.176822,Carrer Turó Blau,9
298,BIKE,41.43463,2.181747,Andreu Nin,11
299,BIKE,41.433965,2.175199,Carrer de l'Escultor Ordóñez,3
300,BIKE,41.431593,2.176909,Carrer de Maladeta,2
301,BIKE,41.437053,2.169644,Marie Curie,9
302,BIKE,41.39065,2.111615,Cavallers,27
303,BIKE,41.393341,2.115076,Cavallers,19
304,BIKE,41.390208,2.121029,Manuel Girona,28
305,BIKE,41.387498,2.123637,Diagonal,25
306,BIKE,41.385465,2.122912,Doctor Salvador Cardenal,25
307,BIKE,41.379135,2.113505,Pintor Ribalta,28
308,BIKE,41.376788,2.113864,Cardenal Reig,23
309,BIKE,41.37674,2.116973,Sant Ramón Nonat,25
310,BIKE,41.381223,2.119077,Josep Samitier,22
311,BIKE,41.378638,2.120393,Gallego-Arístides Maillol,12
312,BIKE,41.379046,2.123253,Arizala,28
313,BIKE,41.375366,2.129847,Feliu de Casanova,21
314,BIKE,41.37836,2.129737,Rambla del Brasil,17
315,BIKE,41.415617,2.181966,Guinardó,5
316,BIKE,41.422212,2.198316,Cantàbria,17
317,BIKE,41.425566,2.200693,Rambla Prim,10
318,BIKE,41.413406,2.171331,Cartagena,17
319,BIKE,41.393713,2.145584,Saguès,32
320,BIKE,41.401118,2.147989,Vía Augusta,25
321,BIKE,41.403054,2.144549,Carrer de Sant Hermenegild,23
322,BIKE,41.400977,2.13907,Santaló,14
323,BIKE,41.397996,2.138717,Vallmajor,1
324,BIKE,41.396938,2.136258,Reina Victoria,24
325,BIKE,41.39493,2.130325,Alt de Gironella,17
326,BIKE,41.407384,2.1383,Balmes,16
327,BIKE,41.405,2.13453,Reus,21
328,BIKE,41.40293,2.13427,Artesa de Segre,22
329,BIKE,41.402879,2.128541,Carrer de les Escoles Pies,25
330,BIKE,41.400587,2.130658,Doctor Carulla,19
331,BIKE,41.39706,2.12801,Castellnou,16
332,BIKE,41.399822,2.12809,Doctor Roux,17
333,BIKE,41.395632,2.125106,Passatge de Senillosa,18
334,BIKE,41.400722,2.123268,Via Augusta,22
335,BIKE,41.393639,2.123224,Santa Amèlia,10
336,BIKE,41.395274,2.120973,Caponata,25
337,BIKE,41.398719,2.120422,Carme Karr,13
338,BIKE,41.397572,2.119506,Avinguda de J.Foix,13
339,BIKE,41.401662,2.205277,Ramon Turró,3
340,BIKE,41.436145,2.204634,Sant Adrià,1
341,BIKE,41.434191,2.205886,Passeig Enric Sanchís,8
342,BIKE,41.403502,2.193702,Roc Boronat,20
343,BIKE,41.438886,2.199598,Campana de la Maquinista,17
344,BIKE,41.443127,2.199538,Ciutat d'Asunción,3
345,BIKE,41.363093,2.139771,Pl. Teresa de Claramunt,2
346,BIKE,41.360654,2.139132,Carrer de la Foneria,0
347,BIKE,41.359496,2.14182,Alts Forns,12
348,BIKE,41.357067,2.141563,Jardins de Can Ferrero,11
349,BIKE,41.357338,2.137172,Carrer de l'Energia,16
350,BIKE,41.391833,2.14812,Villarroel,9
351,BIKE,41.362135,2.135637,Jane Addams,29
352,BIKE,41.36335,2.134144,Radi,30
353,BIKE,41.375414,2.123191,Munné,23
354,BIKE,41.37592,2.13008,Rambla del Brasil,1
355,BIKE,41.37211,2.12859,Carreras i Candi,1
356,BIKE,41.413425,2.163411,Camèlies,24
357,BIKE,41.410538,2.1581,Cardener,27
358,BIKE,41.387225,2.17927,Gombau,4
359,BIKE,41.390021,2.177572,Méndez Núñez,14
360,BIKE,41.395213,2.172984,Bailén,17
361,BIKE,41.376292,2.178553,Passeig de Colom,27
362,BIKE,41.397006,2.17057,Bailén,9
363,BIKE,41.39076,2.1744,Bruc,17
364,BIKE,41.39324,2.16343,Passeig de Gràcia,28
365,BIKE,41.387499,2.14702,Viladomat,29
366,BIKE,41.393037,2.14358,Pau Casals,23
367,BIKE,41.385057,2.137331,Sentmenat,26
368,BIKE,41.396815,2.175714,Diputació,14
369,BIKE,41.400168,2.177948,Consell de Cent,10
370,BIKE,41.403735,2.172987,Sardenya,17
371,BIKE,41.404027,2.181264,Carrer dels Enamorats,11
372,BIKE,41.400167,2.184362,Ribes,13
373,BIKE,41.375073,2.161305,Av. Paral.lel,17
374,BIKE,41.395,2.16123,Passeig de Gràcia,5
375,BIKE,41.372154,2.180701,World Trade Center,20
376,BIKE,41.371663,2.180302,World Trade Center,9
377,BIKE,41.37747,2.183737,Pl. Ictíneo,18
378,BIKE,41.378516,2.176716,Pl.Joaquim Xira i Palau,5
379,BIKE,41.381709,2.177308,Pl. Sant Miquel,9
380,BIKE,41.385463,2.174252,Duran i Bas,18
381,BIKE,41.381607,2.167667,Agustí Duran i Sanpere,23
382,BIKE,41.403938,2.204188,Lope de Vega,22
384,BIKE,41.380708,2.146793,Vilamarí,25
385,BIKE,41.387978,2.155266,Casanova,28
386,BIKE,41.375086,2.156848,Av.Paral.lel,0
387,BIKE,41.395796,2.178784,Nàpols,1
388,BIKE,41.380593,2.167418,Riera Alta,10
389,BIKE,41.38739,2.1875,Recinte Parc de la Ciutadella,23
390,BIKE,41.386955,2.18195,Comerç,20
391,BIKE,41.422873,2.191204,Sagrera,4
392,BIKE,41.390595,2.190681,Ramon Turró,15
393,BIKE,41.402177,2.197653,Llacuna,23
394,BIKE,41.38733,2.16305,Diputació,26
395,BIKE,41.386009,2.170212,Pl. Catalunya,11
396,BIKE,41.389028,2.196844,Joan Miró,26
397,BIKE,41.388894,2.199334,Av. Del Litoral,1
398,BIKE,41.381011,2.193502,Passeig Marítim de la Barceloneta,18
400,BIKE,41.36958,2.188017,Moll Oriental,23
401,BIKE,41.381241,2.181838,Pl. Antonio López (Via Laietana) annexa a la 37,2
402,BIKE,41.380565,2.182119,Passeig de Colom,7
404,BIKE,41.365374,2.133087,Juan Gris,25
405,BIKE,41.38551,2.152,Comte Borrell,27
406,BIKE,41.386512,2.164597,Gran Via de Les Corts Catalanes,20
407,BIKE,41.388471,2.192835,Ramon Trias Fargas,13
408,BIKE,41.388609,2.19231,"Villena, 11",15
409,BIKE,41.392358,2.192478,Joan d'Àustria,6
410,BIKE,41.376433,2.17871,"Passeig de Colom, s/n",30
412,BIKE,41.389012,2.172667,Pl. Urquinaona,19
413,BIKE,41.393512,2.170718,Bruc,21
414,BIKE,41.393744,2.176451,Casp,23
415,BIKE,41.379374,2.168921,Rambla del Raval,6
416,BIKE,41.378134,2.16965,Rambla del Raval,9
418,BIKE,41.390943,2.180251,Passeig de Lluís Companys,16
419,BIKE,41.391299,2.180828,Passeig de Lluís Companys,18
420,BIKE,41.374213,2.148082,Gran Via,24
421,BIKE,41.377845,2.13923,Plaça de Joan Peiró,4
423,BIKE,41.420201,2.189532,Carrer d'Hondures,1
424,BIKE,41.379632,2.192662,"Passeig Marítim de la Barceloneta, devant del 5-7",12
425,BIKE,41.37652,2.1749,Carrer de Cervelló,19
426,BIKE,41.398305,2.183023,Carrer de Ribes,21
427,BIKE,41.375336,2.168007,Carrer de Sant Pau,14
428,BIKE,41.398389,2.196261,Carrer Pujades,26
451,BIKE-ELECTRIC,41.37445,2.159668,(PK) C/ JAUME FABRA,11
452,BIKE-ELECTRIC,41.398747,2.186289,(PK) C/ PADILLA,6
453,BIKE-ELECTRIC,41.379563,2.16204,(PK) C/ URGELL,9
454,BIKE-ELECTRIC,41.402448,2.204131,(PK) C/ BILBAO,3
455,BIKE-ELECTRIC,41.388966,2.19917,(PK) AV. DEL LITORAL,5
456,BIKE-ELECTRIC,41.389853,2.128581,(PK) C/ DE FLOS I CALCAT,6
457,BIKE-ELECTRIC,41.401519,2.134235,(PK) C/ DE JOSEP BALARÍ,4
458,BIKE-ELECTRIC,41.384344,2.122085,(PK) AV. JOAN XXIII,4
459,BIKE-ELECTRIC,41.393941,2.181443,(PK) C/ D'ALÍ BEI,6
460,BIKE-ELECTRIC,41.385702,2.177316,(PK) AV. FRANCESC CAMBÓ,10
461,BIKE-ELECTRIC,41.384111,2.14274,(PK) AV. JOSEP TARRADELLAS,3
462,BIKE-ELECTRIC,41.390125,2.143221,(PK) AV. JOSEP TARRADELLAS,7
463,BIKE-ELECTRIC,41.375244,2.169795,(PK) C/ DE L´ABAT SAFONT,6
464,BIKE-ELECTRIC,41.427727,2.177205,"(PK) C/ DE RAMON ALBÓ, 77s",11
465,BIKE-ELECTRIC,41.40542,2.142456,(PK) RDA. DEL GENERAL MITRE,5
466,BIKE-ELECTRIC,41.415745,2.180684,(PK) PG. MARAGALL,7
467,BIKE-ELECTRIC,41.38582,2.194135,(PK) C/ DEL DR. AIGUADER,9
468,BIKE-ELECTRIC,41.430201,2.187974,(PK) C/ DE LES MONGES,9
469,BIKE-ELECTRIC,41.404362,2.197132,(PK) RAMBLA DEL POBLENOU,6
470,BIKE-ELECTRIC,41.397921,2.125411,(PK) C/ CARDENAL DE SENTMENAT,11
471,BIKE-ELECTRIC,41.39415,2.114973,(PK) C/ MARQUÈS DE MULHACÉN,7
472,BIKE-ELECTRIC,41.407353,2.151341,(PK) C/ DEL TORRENT DE L´OLLA,7
473,BIKE-ELECTRIC,41.404459,2.214978,(PK) PG. DE GARCIA FÀRIA,7
474,BIKE-ELECTRIC,41.3989,2.153668,(PK) PL. GAL·LA PLACÍDIA,10
475,BIKE-ELECTRIC,41.408528,2.169385,(PK) C/ DE LA MARINA,6
476,BIKE-ELECTRIC,41.402459,2.19042,(PK) C/ DE BADAJOZ,8
477,BIKE-ELECTRIC,41.376648,2.178745,(PK) PG. DE COLOM,4
478,BIKE-ELECTRIC,41.3798,2.1891,(PK) C/ DEL BALUARD,5
479,BIKE-ELECTRIC,41.387298,2.196595,(PK) C/ DE LA MARINA,3
480,BIKE-ELECTRIC,41.381516,2.170239,(PK) C/ DELS FLORISTES DE LA RAMBLA,4
481,BIKE-ELECTRIC,41.383036,2.150337,(PK) C/ DE VALÈNCIA,10
482,BIKE-ELECTRIC,41.41306,2.22123,(PK) PL. D'ERNEST LLUCH I MARTIN,8
483,BIKE-ELECTRIC,41.401752,2.160748,(PK) C/ DE SIRACUSA,9
484,BIKE-ELECTRIC,41.388101,2.166997,(PK) RAMBLA CATALUNYA - RDA. UNIVERSITAT,4
485,BIKE-ELECTRIC,41.389914,2.173239,(PK) PLAÇA URQUINAONA,5
486,BIKE-ELECTRIC,41.396934,2.159445,(PK) PG. DE GRÀCIA - DIAGONAL,12
487,BIKE-ELECTRIC,41.38921,2.154,(PK) PL. DE FERRER I CAJIGAL,11
488,BIKE-ELECTRIC,41.423976,2.184391,(PK) C/ DE CIENFUEGOS,10
489,BIKE-ELECTRIC,41.409532,2.188282,(PK) PLAÇA CANONGE RODÓ,6
491,BIKE-ELECTRIC,41.37252,2.12898,(PK) C/ DE CARRERAS I CANDI,10
492,BIKE-ELECTRIC,41.394232,2.175278,PL. DE TETUAN,10
493,BIKE-ELECTRIC,41.38186,2.177086,PL. SANT MIQUEL,9
494,BIKE-ELECTRIC,41.389481,2.165357,RAMBLA CATALUNYA,16
495,BIKE-ELECTRIC,41.377191,2.149283,C/ DIPUTACIÓ - TARRAGONA,13
496,BIKE-ELECTRIC,41.404871,2.175141,C/ DE PROVENÇA,13
3,BIKE,41.394072,2.183441,Nàpols,18
4,BIKE,41.39347,2.18149,Ribes,10
6,BIKE,41.391349,2.18061,Pg Lluís Companys,19
9,BIKE,41.384532,2.184921,Marquès de l'Argentera,4
12,BIKE,41.384538,2.195679,Pg Marítim Barceloneta,25
14,BIKE,41.384675,2.185039,Avinguda del Marques Argentera,2
19,BIKE,41.403282,2.170726,Rosselló,28
22,BIKE,41.401684,2.17568,Sardenya,10
24,BIKE,41.400659,2.179111,Marina,20
29,BIKE,41.401101,2.170082,Provença,14
30,BIKE,41.402046,2.182286,Diagonal,2
